"Cibao Nordeste","Duarte","Castillo","Jina Clara","El Mogote"
"Cibao Nordeste","Duarte","Castillo","Jina Clara","Firme de Jina Clara"
"Cibao Nordeste","Duarte","Castillo","Jina Clara","Jina Clara"
"Cibao Nordeste","Duarte","Castillo","Jina Clara","Las Piedras"
"Cibao Nordeste","Duarte","Castillo","Jina Clara","Los Cafeses"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","El Firme de los Cafeses"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","El Tablón"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","Jiménez"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","Juana Díaz Abajo"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","Juana Díaz Arriba"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","La Lometa"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","La Mora o Nigua Abajo"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","La Zarza"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","Los Guaraguaos"
"Cibao Nordeste","Duarte","Castillo","Juana Díaz","Nigua Abajo"
"Cibao Nordeste","Duarte","Castillo","Los Cachones","El Rucio Abajo"
"Cibao Nordeste","Duarte","Castillo","Los Cachones","El Rucio de los Cachones"
"Cibao Nordeste","Duarte","Castillo","Los Cachones","Los Cachones"
"Cibao Nordeste","Duarte","Castillo","Los Cachones","Los Cachones Arriba (Cachones Adentro)"
"Cibao Nordeste","Duarte","Castillo","Los Cachones","Los Callejones"
"Cibao Nordeste","Duarte","Castillo","Los Cachones","Los Saladillos (El Saladillo)"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","Cruce de Los Lanos"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","Cruce de Magua"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","El Rucio de Los Lanos"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","La Ceibita"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","La Jagüita"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","Loma Vieja"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","Los Lanos"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","Los Naranjos"
"Cibao Nordeste","Duarte","Castillo","Los Lanos","Quebrada de Pablo"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","El Alto"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","El Firme"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","La Guazarita (Campeche Arriba de Castillo)"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","La Jagua"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","Las Berenjenas"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","Las Caobas Abajo"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","Las Caobas Arriba"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","Las Piedritas"
"Cibao Nordeste","Duarte","Castillo","Rincón Hondo","Rincón Hondo"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Curazao"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","La Garata"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","La Joya"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Los Palmaritos"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Majagual"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Pueblo Nuevo"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Yaiba Abajo"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Yaiba Arriba"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Yaiba o Rincón de Yaiba"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Yanabo Abajo"
"Cibao Nordeste","Duarte","Castillo","Yaiba Abajo","Yanabo Arriba"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","Centro del Pueblo"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","David"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","El 4"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","El Jarol"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","El Play"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","La Gina"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","La Yuca"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Eugenio María de Hostos","Los Guandules"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Acicate","Acicate"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Acicate","Acicate Adentro"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Acicate","Juana Díaz Abajo"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Acicate","Río Yuna"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Acicate","Sabana de la Ceiba"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Cerrejón","Atoro"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Cerrejón","Cerrejón"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","La Isleta","Cien Tareas"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","La Isleta","Cruce de los Javieles"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","La Isleta","La Isleta"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Sabana Grande","Sabana Grande o El Caserío"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Culata Abajo","Boca de Yuca"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","Culata Abajo","La Yuca o Atronca Perro"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","La Culata","La Culata"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","La Culata","La Culata al Medio"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","María Fernández","El Resbalón"
"Cibao Nordeste","Duarte","Eugenio María de Hostos","María Fernández","María Fernández"
"Cibao Nordeste","Duarte","Las Guáranas","Las Guáranas","El Vaticano"
"Cibao Nordeste","Duarte","Las Guáranas","Las Guáranas","Las Guáranas"
"Cibao Nordeste","Duarte","Las Guáranas","Las Guáranas","Los Genao"
"Cibao Nordeste","Duarte","Las Guáranas","Las Guáranas","Pueblo Nuevo"
"Cibao Nordeste","Duarte","Las Guáranas","Las Guáranas","San Juan"
"Cibao Nordeste","Duarte","Las Guáranas","La Enea","El Camú"
"Cibao Nordeste","Duarte","Las Guáranas","La Enea","El Tablón"
"Cibao Nordeste","Duarte","Las Guáranas","La Enea","La Enea"
"Cibao Nordeste","Duarte","Las Guáranas","La Enea","La Gina"
"Cibao Nordeste","Duarte","Las Guáranas","La Enea","La Palmilla"
"Cibao Nordeste","Duarte","Las Guáranas","La Enea","Las Mercedes"
"Cibao Nordeste","Duarte","Las Guáranas","La Enea","Los Memisos"
"Cibao Nordeste","Duarte","Las Guáranas","El Hato","El Hato"
"Cibao Nordeste","Duarte","Las Guáranas","El Hato","El Limón"
"Cibao Nordeste","Duarte","Las Guáranas","El Hato","Honduras"
"Cibao Nordeste","Duarte","Las Guáranas","El Hato","Serrano"
"Cibao Nordeste","Duarte","Las Guáranas","Rincón de los Genao","Guamacage (Papayo)"
"Cibao Nordeste","Duarte","Las Guáranas","Rincón de los Genao","Rincón de los Genao"
"Cibao Nordeste","Duarte","Las Guáranas","Los Rivera","Cuca"
"Cibao Nordeste","Duarte","Las Guáranas","Los Rivera","La Rivera"
"Cibao Nordeste","Duarte","Las Guáranas","Los Rivera","Los Rivera o Altagracia"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","Canta Maco"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","Cementerio o Cristo Rey"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","Centro del Pueblo"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","El Centro (Alegre)"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","El Play"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","La Estancia"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","La Jabilla"
"Cibao Nordeste","Duarte","Pimentel","Pimentel","Los Molondrones"
"Cibao Nordeste","Duarte","Pimentel","Buena Vista","Buena Vista"
"Cibao Nordeste","Duarte","Pimentel","Buena Vista","Catalina"
"Cibao Nordeste","Duarte","Pimentel","Buena Vista","Guanábano"
"Cibao Nordeste","Duarte","Pimentel","Buena Vista","La Jagua"
"Cibao Nordeste","Duarte","Pimentel","Caobete","Caobete"
"Cibao Nordeste","Duarte","Pimentel","Caobete","Caobete Arriba"
"Cibao Nordeste","Duarte","Pimentel","Caobete","Los Limones"
"Cibao Nordeste","Duarte","Pimentel","Caobete","Rincón Martín"
"Cibao Nordeste","Duarte","Pimentel","Caobete","Rinconazo"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","Campeche Abajo"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","Campeche Arriba"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","Casa de Alto"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","Cuaba Abajo"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","El Puente de Camú"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","La Barca"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","La Chancleta"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","La Estancia"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","La Excavación"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","La Gina"
"Cibao Nordeste","Duarte","Pimentel","Cuaba Abajo","Matuán Abajo"
"Cibao Nordeste","Duarte","Pimentel","San Felipe Arriba","Alto de Caimito"
"Cibao Nordeste","Duarte","Pimentel","San Felipe Arriba","La Berraza"
"Cibao Nordeste","Duarte","Pimentel","San Felipe Arriba","La Galana"
"Cibao Nordeste","Duarte","Pimentel","San Felipe Arriba","Los Callejones"
"Cibao Nordeste","Duarte","Pimentel","San Felipe Arriba","Quebrada de los Patos"
"Cibao Nordeste","Duarte","Pimentel","San Felipe Arriba","San Felipe Abajo"
"Cibao Nordeste","Duarte","Pimentel","San Felipe Arriba","San Felipe Arriba"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","24 de Abril"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","27 de Febrero"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Bijao Afuera"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Centro de la Ciudad"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Cristo Rey"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Cruce de Mirabel"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Duarte"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","El Capacito"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","El Ciruelillo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","El Hormiguero"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ensanche Abreu"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ensanche Águila"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ensanche Getsemaní"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ensanche Madrigal"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ensanche San Martín de Porres"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ensanche Weber"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ercilia Pepín"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Félix Taveras"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Figueroa"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Gallinero"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Grullón Primera Etapa"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Guzmán"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Hermanas Mirabal"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Jobo Bonito"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Altagracia"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Caoba"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Espínola I"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Espínola II"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Espínola III"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Madeja"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Piña I"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","La Sirena o La Penda"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Las Cejas"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Las Colinas"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Las Flores"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Los Chiripos"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Los Jardines"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Los Rieles"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Mata Larga"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Pisa Costura (Puerto Rico)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Pueblo Nuevo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Residencial Ensueño"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ribera del Jaya"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","San Pedro"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","San Vicente de Paul"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Santa Ana"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Santa Lucía"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Tubagua"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Ugamba"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Abreu"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Almánzar"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Álvarez"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Andújar"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Brisas de la Pradera II"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Brugal"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Camilo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Campo Fernández I y II"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Carmen Añil Bonó"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Cordero Tejada"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización El Dorado"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización El Silencio"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización El Tejar"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Fernández"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Jennifer"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización La Caperuza"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización La Fortuna"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Las Palmas"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización María Fernández"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Mario Fernández"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Mirador del Sur"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Neftalí"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Neftalí III"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Nuevo San Francisco"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Paseo del Río"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Ribera del Jaya"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Terranova"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Toribio Camilo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Toribio Piantini"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Urbanización Villa Palma"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Villa Olímpica"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Vista Bella"
"Cibao Nordeste","Duarte","San Francisco de Macorís","San Francisco de Macorís","Vista del Valle"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Colón","Bijao"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Colón","Hatillo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Colón","La Sequía"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Colón","Mojín"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Colón","Noná"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Colón","Rancho Arriba"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","El Limón"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Estanzuela Abajo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Estanzuela Arriba"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Factor"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Güiza"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","La Penda"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","La Piedra"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Llave"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Loma El Medio"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Los Cerros"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Güiza","Santa Lucía"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","Arbolines"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","Bijao"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","El Cigual"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","El Espino"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","El Mate (Loma El Mate)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","La Guazumita"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","La Joya"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","La Joya Arriba"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","La Lima"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","Las Pajas"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","Loma de la Joya (Loma de los Paulino)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","Los Cadillos"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","Los Liones"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Joya","Río Frío"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Casa de Alto"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","El Aguacate"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","El Cercado (La Lila)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","El Concreto (Los Hidalgos)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","El Jigüero (Higüero)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Eslabones"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","La Lomita de la Yagüiza"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","La Lomita de los Salazár"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","La Sabana"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","La Yagüiza Abajo (La Piragua)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","La Yagüiza Afuera"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","La Yagüiza Central"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","La Zolapa (Solapa)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Loma de Agua"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Loma del Muerto"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Los Algodones"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Los Ancones"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Los Bejucos"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Los Cacaos"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Los Farallones"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Palma Herrada"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Río Arriba (Rancho Arriba)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Santa Fe"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Los Bejucos","Tumba Burros (Loma Turrón)"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Las Guázumas","El Aguacate Adentro"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Las Guázumas","El Aguacate Afuera"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Las Guázumas","El Corozo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Las Guázumas","La Madeja"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Las Guázumas","Las Guázumas"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Las Guázumas","Loma de los Bonilla"
"Cibao Nordeste","Duarte","San Francisco de Macorís","Las Guázumas","Los Arroyos"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Aguacate"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Alto de López"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Altos de los Naranjos"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Arroyo Bonito"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Arroyo El Toro"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Atabalero Abajo"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Blanco"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Buena Vista"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Cañete"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Catey"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Ceibita"
"Cibao Nordeste","Duarte","San Francisco de Macorís","La Malena","Cruce de Los Basilio"
